,lon,lat,depth,mb,ms,date
1343,121.533,23.278,29,5.1,5.2,2008-02-17
1344,119.191,16.795,25,4.6,,2008-02-19
1345,121.071,20.264,29,4.9,5.4,2008-02-19
1346,126.837,8.524,24,5,,2008-02-26
1347,120.602,13.297,56,4.5,5,2008-02-27
1348,120.468,13.26,30,4.7,,2008-02-29
1349,121.357,19.98,30,5.7,6,2008-03-03
1350,125.691,13.418,26,6.6,6.4,2008-03-03
1351,125.686,13.418,15,4.6,,2008-03-03
1352,125.51,13.591,17,4.4,5,2008-03-03
1353,120.722,23.182,17,4.8,4.8,2008-03-04
1354,120.703,23.182,13,4.1,,2008-03-04
1355,125.536,13.443,22,4.5,,2008-03-05
1356,122.617,15.425,15,4.5,,2008-03-05
1357,128.242,2.565,125,6,,2008-03-06
1358,125.439,13.236,21,4.8,,2008-03-07
1359,127.09,1.773,77,4.9,,2008-03-08
1360,126.411,1.519,20,4.9,,2008-03-10
1361,121.036,19.278,48,4.5,,2008-03-10
1362,125.468,12.312,52,4.5,,2008-03-11
1363,126.4,10.64,15,4.2,,2008-03-12
1364,126.728,1.773,29,4.3,5.4,2008-03-13
1365,125.16,6.852,3,4.5,,2008-03-13
1366,125.383,12.969,19,4.4,5,2008-03-15
1367,125.625,13.365,25,4.2,5,2008-03-16
1368,127.284,1.588,111,5.1,,2008-03-20
1369,127.001,6.147,55,5.6,6,2008-03-20
1370,125.885,13.09,12,4.3,4.9,2008-03-21
1371,128.549,1.88,68,5,,2008-03-28
1372,121.97,20.28,18,5.6,5.5,2008-03-28
1373,126.258,1.012,41,4.4,5.4,2008-03-29
1374,125.711,13.292,15,5.2,5.7,2008-03-29
1375,122.032,20.179,15,5.3,5.2,2008-03-29
1376,122.292,20.023,16,4.3,,2008-03-29
1377,122.107,20.109,39,4.3,,2008-03-30
1378,122.109,20.143,15,4.2,,2008-03-30
1379,122.112,20.176,15,4.6,5,2008-04-01
1380,122.14,20.164,36,4.6,,2008-04-01
1381,126.406,1.567,64,5.2,,2008-04-01
1382,122.1,20.178,17,4.4,4.7,2008-04-01
1383,122.226,20.127,16,4.9,5,2008-04-01
1384,125.49,13.621,19,4.1,4.8,2008-04-01
1385,125.473,13.601,15,4.4,,2008-04-02
1386,121.318,19.922,28,4.8,5.2,2008-04-02
1387,121.592,19.932,42,4.1,,2008-04-03
1388,121.339,19.887,45,4.7,4.8,2008-04-03
1389,122.134,20.102,23,4.6,,2008-04-06
1390,121.417,22.822,31,4.5,4.9,2008-04-14
1391,126.101,0.841,31,5.3,5.6,2008-04-16
1392,127.484,5.441,54,5.1,,2008-04-17
1393,125.121,12.937,43,4.5,5,2008-04-20
1394,125.823,3.57,149,4.8,,2008-04-21
1395,121.691,22.928,17,5.9,5.5,2008-04-23
1396,121.715,22.925,9,4.1,,2008-04-23
1397,121.723,22.836,17,4.6,4.8,2008-04-23
1398,121.687,22.846,22,4.6,4.4,2008-04-23
1399,121.774,22.829,2,4.2,,2008-04-23
1400,121.224,19.302,51,4.4,,2008-04-25
1401,121.735,22.853,5,4.2,,2008-04-25
1402,121.381,19.939,26,4,4.5,2008-04-25
1403,127.562,2.979,23,4.1,5.1,2008-04-28
1404,121.737,22.834,6,4.5,,2008-04-28
1405,120.438,21.807,32,4.3,,2008-04-30
1406,126.746,5.989,15,4.2,,2008-05-01
1407,122.548,17.534,15,4.3,,2008-05-04
1408,127.9,4.404,59,4.7,,2008-05-04
1409,122.576,17.576,25,4.6,,2008-05-04
1410,123.65,12.688,35,4.7,,2008-05-07
1411,120.505,15.269,146,4.8,,2008-05-07
1412,123.659,12.704,18,4.1,4.8,2008-05-07
1413,122.302,16.538,19,4.5,5.1,2008-05-13
1414,121.139,22.753,15,4.8,4.7,2008-05-13
1415,122.301,16.524,17,4.7,5.2,2008-05-13
1416,125.278,6.024,118,5,,2008-05-17
1417,127.537,7.82,20,4.3,,2008-05-18
1418,118.171,4.67,15,4.3,4.7,2008-05-18
1419,120.938,13.107,37,4.6,,2008-05-18
1420,121.351,20.155,40,6.2,6,2008-06-01
1421,125.655,9.085,27,4.2,4.8,2008-06-02
1422,121.412,19.918,31,4.1,4.3,2008-06-05
1423,120.701,13.685,104,4.8,,2008-06-07
1424,126.494,5.244,32,4.5,5.1,2008-06-10
1425,121.08,21.921,27,4.7,,2008-06-11
1426,124.228,6.558,13,4.3,5.2,2008-06-11
1427,126.544,8.158,79,4.7,,2008-06-14
1428,122.375,20.124,44,4.2,,2008-06-18
1429,128.526,2.006,63,5.3,,2008-06-18
1430,122.194,20.149,15,4.4,4.7,2008-06-20
1431,125.76,12.067,15,5.2,,2008-06-25
1432,125.652,12.017,59,4.6,,2008-06-25
1433,121.444,20.207,44,4.4,,2008-07-05
1434,122.436,15.405,15,5,5.3,2008-07-06
1435,122.518,15.381,15,4,5,2008-07-06
1436,122.43,15.353,17,4.5,4.9,2008-07-08
1437,127.134,3.56,25,4.9,,2008-07-09
1438,126.032,1.004,44,5.1,,2008-07-10
1439,124.665,6.543,15,4.5,5.3,2008-07-10
1440,121.159,21.078,15,5.2,5.2,2008-07-11
1441,121.098,21.116,22,4.8,4.7,2008-07-11
1442,121.106,21.051,35,4.3,,2008-07-12
1443,121.147,21.072,7,6.3,5.6,2008-07-13
1444,121.181,21.175,16,4.4,,2008-07-13
1445,121.066,21.119,15,4.5,,2008-07-14
1446,121.09,21.129,20,4.3,,2008-07-14
1447,121.124,21.114,18,4.6,,2008-07-15
1448,126.39,11.189,21,4.8,,2008-07-17
1449,121.139,21.241,24,4.5,,2008-07-21
1450,121.13,21.259,18,4.4,,2008-07-21
1451,126.148,3.923,107,4.9,,2008-07-23
1452,121.089,21.312,22,4.7,,2008-07-23
1453,119.633,19.268,15,5.1,,2008-07-27
1454,118.644,13.673,18,4.6,5,2008-08-01
1455,120.754,13.604,135,5.3,,2008-08-01
1456,121.177,21.225,30,4.4,,2008-08-01
1457,121.45,21.645,70,5.1,,2008-08-08
1458,124.403,13.08,11,5.7,5.7,2008-08-15
1459,124.368,13.056,15,4.2,,2008-08-17
1460,124.422,13.118,25,4.5,,2008-08-17
1461,124.381,13.116,15,4.2,4.8,2008-08-17
1462,124.379,13.114,13,5.1,5.2,2008-08-17
1463,119.817,14.937,29,4.4,4.7,2008-08-20
1464,124.404,13.103,22,4.8,5.2,2008-08-20
1465,122.534,23.791,23,4.6,,2008-08-21
1466,125.33,10.363,15,5.7,5.5,2008-08-25
1467,121.643,23.191,43,4.3,,2008-08-26
1468,121.052,0.982,559,4.8,,2008-08-29
1469,124.382,13.134,22,4.7,5.1,2008-08-30
1470,124.366,13.038,47,4.9,,2008-08-31
1471,126.053,4.549,118,5.6,,2008-09-01
1472,127.407,1.88,98,6.3,,2008-09-11
1473,120.481,13.5,16,5.5,,2008-09-27
1474,120.447,13.55,15,5.5,,2008-09-27
1475,120.472,13.365,51,4.5,,2008-09-27
1476,120.441,13.311,48,4.5,,2008-09-27
1477,120.445,13.482,13,5,,2008-09-27
1478,126.737,3.885,28,5,,2008-09-30
1479,120.383,13.486,14,5.4,5.3,2008-10-01
1480,120.498,13.455,53,5.1,,2008-10-01
1481,124.317,13.082,18,4,4.7,2008-10-06
1482,125.466,11.403,54,4.4,5.3,2008-10-07
1483,124.409,13.086,27,4.8,5.1,2008-10-08
1484,120.528,13.465,52,4.8,,2008-10-12
1485,120.684,0.109,100,6,,2008-10-20
1486,125.763,6.022,132,5.8,,2008-10-23
1487,121.338,20.071,41,4.3,,2008-10-24
1488,124.516,6.702,31,4.4,,2008-10-25
1489,120.343,13.445,13,4.1,4.8,2008-10-27
1490,121.228,19.173,37,4.2,4.7,2008-10-27
1491,120.132,12.769,23,4.1,4.8,2008-10-28
1492,126.873,4.218,22,4.7,,2008-10-29
1493,126.69,4.217,24,5,,2008-10-29
1494,126.558,4.17,15,4.8,,2008-10-29
1495,120.585,18.478,51,4.5,,2008-10-30
1496,124.359,13.045,24,4.4,4.8,2008-11-06
1497,124.44,13.073,26,4.5,5,2008-11-06
1498,126.409,7.051,36,4.2,5,2008-11-12
1499,121.133,19.308,23,4.6,,2008-11-14
1500,122.098,1.308,31,7,6.3,2008-11-16
1501,122.164,1.332,45,5.5,,2008-11-16
1502,121.847,1.22,23,5.4,,2008-11-16
1503,122.296,1.373,15,4.7,,2008-11-16
1504,124.888,4.846,333,4.6,,2008-11-18
1505,126.879,4.161,15,4.6,,2008-11-18
1506,123.613,0.147,149,4.8,,2008-11-21
1507,124.212,7.884,26,4.2,4.8,2008-11-25
1508,121.58,23.328,30,4.9,5.2,2008-12-02
1509,120.514,18.937,37,4.6,,2008-12-06
1510,120.606,0.52,40,4.8,,2008-12-06
1511,122.176,23.906,46,4.6,5.3,2008-12-07
1512,126.939,1.229,74,5,,2008-12-09
1513,126.482,1.543,46,4.8,,2008-12-11
1514,123.478,0.088,138,6,,2008-12-11
1515,122.298,1.291,44,4.5,,2008-12-18
1516,127.157,2.339,104,5.3,,2008-12-18
1517,126.893,1.246,74,4.9,,2008-12-19
1518,126.724,9.049,20,5.1,,2008-12-20
1519,120.588,22.918,24,4.7,5.2,2008-12-23
1520,128.845,2.505,26,5.3,,2008-12-23
1521,125.44,5.788,209,5.9,,2008-12-25
1522,124.23,5.334,421,5.5,,2008-12-25
1523,125.786,5.455,137,5,,2008-12-30
1524,127.427,4.923,58,5.3,,2008-12-31
1525,121.939,1.392,30,4.3,5,2009-01-01
1526,119.884,21.53,41,4.5,,2009-01-02
1527,122.009,1.157,35,4.8,,2009-01-04
1528,127.362,1.822,103,5.3,,2009-01-07
1529,119.694,16.188,33,4.3,5.1,2009-01-09
1530,126.897,6.547,105,5.1,,2009-01-11
1531,121.215,19.281,33,4.2,4.7,2009-01-18
1532,127.135,7.795,24,5,,2009-01-19
1533,121.228,21.209,15,5.2,5.4,2009-01-23
1534,126.305,5.481,144,4.9,,2009-01-24
1535,126.621,3.739,25,4.7,,2009-01-26
1536,128.617,2.437,211,4.8,,2009-01-28
1537,124.902,10.969,16,5,5.2,2009-01-29
1538,123.526,1.34,19,4.7,5,2009-02-09
1539,127.271,1.798,116,5,,2009-02-09
1540,121.186,22.664,7,4.6,,2009-02-09
1541,126.525,3.871,30,7.3,6.6,2009-02-11
1542,126.584,3.93,39,5.5,,2009-02-11
1543,126.788,4.038,26,6,5.8,2009-02-11
1544,126.646,3.835,35,5.1,,2009-02-11
1545,126.836,4.117,37,5,,2009-02-11
1546,126.614,3.911,49,5.5,,2009-02-11
1547,126.741,4.032,44,5.5,,2009-02-11
1548,126.552,3.936,15,4.8,,2009-02-11
1549,126.68,3.733,24,5.5,6,2009-02-11
1550,126.866,3.944,50,4.8,,2009-02-11
1551,126.51,3.897,15,4.8,,2009-02-11
1552,126.651,3.841,15,4.7,,2009-02-11
1553,126.714,4.027,38,5.4,,2009-02-12
1554,126.827,4.112,22,5.2,5.5,2009-02-12
1555,126.59,4.034,43,4.8,5.6,2009-02-12
1556,126.872,4.143,15,4.6,,2009-02-12
1557,126.855,4.143,46,5,,2009-02-12
1558,126.824,3.965,34,4.8,,2009-02-12
1559,126.464,4.032,26,5.8,6,2009-02-12
1560,126.779,4.071,27,4.6,5.1,2009-02-12
1561,126.758,4.13,37,5,,2009-02-12
1562,126.349,3.765,35,4.6,,2009-02-12
1563,126.44,3.841,15,4.5,,2009-02-12
1564,126.89,4.165,37,5,,2009-02-12
1565,126.785,3.937,37,4.7,,2009-02-12
1566,126.693,4.047,37,4.4,5.5,2009-02-12
1567,126.936,3.794,15,5.2,5.5,2009-02-12
1568,126.795,4.033,25,5.7,5.8,2009-02-12
1569,126.771,4.082,33,4.2,5.2,2009-02-12
1570,126.548,4.065,41,6.1,6.1,2009-02-12
1571,126.636,3.769,43,5.3,,2009-02-12
1572,126.743,4.07,47,5.1,,2009-02-12
1573,126.852,3.645,36,4.6,,2009-02-12
1574,126.533,3.98,25,5.2,5.7,2009-02-12
1575,126.652,3.949,37,4.8,,2009-02-13
1576,126.793,3.884,27,4.9,,2009-02-13
1577,126.861,4.098,30,5,,2009-02-13
1578,126.706,3.707,21,4.3,5.1,2009-02-13
1579,126.667,4.119,15,4.6,,2009-02-13
1580,126.941,4.061,25,4.9,,2009-02-13
1581,126.639,3.772,54,4.8,,2009-02-13
1582,126.845,3.82,35,5.2,5.4,2009-02-13
1583,126.832,4.127,26,4.3,5.2,2009-02-13
1584,126.86,3.645,37,4.7,5.2,2009-02-13
1585,126.577,3.856,24,4.9,5.5,2009-02-13
1586,126.899,4.269,28,4.3,4.9,2009-02-14
1587,126.791,3.742,40,4.7,,2009-02-14
1588,126.776,4.058,15,4.6,,2009-02-14
1589,126.752,4.037,37,5.1,,2009-02-15
1590,126.73,4.077,26,4.9,,2009-02-15
1591,126.911,3.537,37,4.8,,2009-02-16
1592,126.73,3.774,30,4.3,5.1,2009-02-18
1593,126.751,3.918,22,4.6,5.2,2009-02-18
1594,126.752,3.701,15,4.6,,2009-02-21
1595,126.886,3.943,25,4.6,5.1,2009-02-22
1596,126.962,3.781,35,4.8,,2009-02-22
1597,124.916,5.717,35,4.5,,2009-02-22
1598,126.604,3.715,32,5.7,5.9,2009-02-22
1599,126.793,4.059,15,4.9,,2009-02-23
1600,126.769,3.74,22,4.8,5.3,2009-02-23
1601,121.255,19.113,37,4.8,4.8,2009-02-26
1602,126.808,3.78,27,5.1,,2009-02-26
1603,126.884,3.804,28,4.7,,2009-02-27
1604,125.668,9.458,15,4.4,,2009-02-27
1605,126.689,3.333,53,4.4,,2009-02-27
1606,126.735,3.727,26,4.7,5.2,2009-02-28
1607,126.794,3.932,21,4,5,2009-02-28
1608,126.641,3.94,24,4.6,5.3,2009-02-28
1609,126.658,3.918,35,4.9,,2009-02-28
1610,125.349,23.796,15,4.1,,2009-03-01
1611,127.158,3.719,15,4.4,,2009-03-01
1612,121.504,20.077,50,4.3,,2009-03-03
1613,126.519,1.755,36,4,5,2009-03-03
1614,127.183,3.829,15,4.5,,2009-03-05
1615,127.041,3.894,15,4.5,,2009-03-06
1616,126.776,3.92,58,4.7,,2009-03-07
1617,126.795,4.248,15,4.4,,2009-03-10
1618,122.655,23.929,43,4.2,,2009-03-11
1619,126.602,3.666,45,4.7,,2009-03-11
1620,125.847,13.199,15,4.5,,2009-03-12
1621,122.537,23.996,28,4.3,,2009-03-12
1622,126.624,3.763,41,6,6.1,2009-03-16
1623,126.749,3.67,41,5.1,,2009-03-16
1624,126.817,3.719,13,5.3,5.3,2009-03-16
1625,126.719,3.672,47,5,,2009-03-16
1626,126.672,3.71,50,4.7,,2009-03-17
1627,126.711,3.652,15,4.6,,2009-03-17
1628,126.707,3.996,36,5,,2009-03-18
1629,126.654,3.697,23,4.9,5.8,2009-03-18
1630,123.531,0.101,136,4.8,,2009-03-18
1631,126.856,3.66,15,4.9,,2009-03-18
1632,127.475,5.803,27,5,,2009-03-20
1633,128.672,3.527,38,4.9,,2009-03-23
1634,126.73,3.984,15,4.7,,2009-03-28
1635,120.628,19.861,25,4.9,,2009-03-29
1636,126.813,3.94,25,4.8,5.2,2009-03-31
1637,123.829,14.739,34,4.1,4.6,2009-03-31
1638,126.943,3.399,15,4.7,,2009-04-03
1639,127.246,5.149,55,6.2,,2009-04-04
1640,122.256,9.536,43,4.4,,2009-04-04
1641,126.798,3.692,37,4.9,,2009-04-09
1642,126.767,3.758,59,4.9,,2009-04-09
1643,125.618,4.41,165,4.9,,2009-04-11
1644,122.164,2.021,40,4.5,5.1,2009-04-12
1645,123.849,7.164,43,3.9,4.5,2009-04-14
1646,121.812,23.905,15,4.7,,2009-04-17
1647,126.738,4.198,25,5.9,5.9,2009-04-19
1648,126.955,4.151,15,4.5,,2009-04-19
1649,126.872,4.191,36,4.8,,2009-04-19
1650,126.925,4.23,15,4.5,,2009-04-19
1651,126.842,4.105,26,4.5,4.9,2009-04-19
1652,126.963,4.185,15,4.5,,2009-04-19
1653,120.179,15.564,29,4.4,5,2009-04-20
1654,126.322,12.389,17,4.1,4.9,2009-04-21
1655,126.894,4.499,26,5.2,,2009-04-23
1656,121.297,19.095,44,4.2,4.7,2009-04-24
1657,126.797,4.085,29,4.3,5.1,2009-04-26
1658,123.36,23.958,32,4.6,4.9,2009-04-29
1659,126.808,3.922,45,4.7,,2009-05-02
1660,126.86,3.74,47,4.2,,2009-05-12
1661,127.002,4.521,24,5.4,,2009-05-13
1662,126.947,7.981,18,5.4,5.5,2009-05-21
1663,126.873,7.877,47,4.5,5,2009-05-21
1664,126.952,7.795,60,4.7,,2009-05-21
1665,127.169,7.925,17,4.1,4.7,2009-05-21
1666,119.724,14.915,22,5.2,,2009-05-24
1667,119.561,21.647,27,4.5,4.9,2009-05-26
1668,122.048,9.159,30,4.5,,2009-05-29
1669,126.193,1.003,37,4.3,5.2,2009-05-29
1670,125.856,5.959,161,5.4,,2009-05-29
1671,125.937,1.877,80,5.2,,2009-05-31
1672,126.221,0.814,15,4.4,,2009-06-01
1673,126.52,5.454,36,5.7,5.8,2009-06-14
1674,126.59,5.456,56,4.6,5.2,2009-06-14
1675,126.455,5.398,64,4.7,,2009-06-14
1676,126.534,5.463,63,5.3,,2009-06-14
1677,126.939,5.555,15,4.5,,2009-06-14
1678,126.315,7.476,9,4.3,,2009-06-17
1679,127.087,7.975,21,4.3,4.8,2009-06-18
1680,122.341,23.973,25,4.5,,2009-06-19
1681,125.753,2.154,48,4.6,,2009-06-20
1682,126.768,3.615,56,4.8,,2009-06-24
1683,126.91,3.197,42,4.6,,2009-06-26
1684,121.144,19.176,21,4.9,,2009-06-27
1685,122.365,1.394,15,4.9,,2009-06-28
1686,122.198,1.348,28,5.1,5.4,2009-06-28
1687,121.233,21.083,15,4.4,,2009-06-30
1688,125.964,1.064,29,5.2,5.8,2009-07-01
1689,124.593,4.628,27,4.3,5.2,2009-07-02
1690,120.758,13.78,137,5.1,,2009-07-04
1691,122.521,23.989,38,4.7,,2009-07-07
1692,123.324,0.254,253,4.9,,2009-07-10
1693,126.78,5.028,16,4.7,4.9,2009-07-10
1694,122.16,9.986,19,4.4,4.8,2009-07-11
1695,126.605,9.494,15,4.7,,2009-07-15
1696,126.588,5.051,69,5.2,,2009-07-16
1697,127.046,2.394,22,5.3,,2009-07-17
1698,125.776,4.246,130,4.9,,2009-07-17
1699,126.816,5.02,15,4.8,,2009-07-18
1700,127.063,2.427,25,4.8,5.3,2009-07-20
1701,120.178,19.321,15,4.1,4.5,2009-07-20
1702,126.196,6.054,103,4.8,,2009-07-21
1703,121.006,23.692,20,4.7,4.9,2009-07-26
1704,121.425,23.435,16,5,,2009-07-26
1705,124.101,11.057,36,4.6,,2009-07-26
1706,120.393,22.031,13,5.2,5.3,2009-07-29
1707,126.409,6.093,102,5.5,,2009-08-12
1708,125.409,13.461,16,4.7,5,2009-08-14
1709,125.423,13.456,35,4.5,,2009-08-14
1710,123.437,0.126,157,5.3,,2009-08-15
1711,127.607,4.941,118,4.8,,2009-08-15
1712,123.592,23.58,29,6.6,6.2,2009-08-17
1713,123.623,23.499,10,6.3,5.9,2009-08-17
1714,123.649,23.436,19,6.1,5.5,2009-08-17
1715,123.498,23.482,14,4.3,,2009-08-17
1716,127.43,1.886,106,5.3,,2009-08-18
1717,123.54,23.507,12,4.8,5,2009-08-18
1718,123.521,23.561,27,5.2,5.5,2009-08-18
1719,123.525,23.509,15,4.7,,2009-08-18
1720,123.621,23.533,27,4.5,,2009-08-18
1721,123.602,23.454,31,4.4,,2009-08-18
1722,123.472,23.465,21,5,,2009-08-18
1723,127.185,2.44,43,5.1,,2009-08-20
1724,126.757,3.925,20,4.7,5.3,2009-08-20
1725,123.51,23.529,29,4.8,5.2,2009-08-20
1726,120.473,22.336,32,4.6,5,2009-08-21
1727,121.429,20.116,39,4.6,5,2009-08-23
1728,127.039,2.56,59,4.8,5.5,2009-08-23
1729,127.36,2.693,15,4.6,,2009-08-23
1730,121.072,19.062,44,4.5,,2009-08-25
1731,123.987,9.387,572,5.4,,2009-08-26
1732,123.522,0.143,145,5.5,,2009-08-26
1733,128.629,2.227,69,5.1,,2009-08-30
1734,127.08,2.51,15,4.5,,2009-09-01
1735,117.106,7.342,20,4.3,,2009-09-04
1736,127.005,3.208,28,4.2,4.7,2009-09-07
1737,126.346,23.661,15,4.6,,2009-09-07
1738,120.93,1.203,27,5.3,5.5,2009-09-08
1739,125.905,12.15,15,4.8,,2009-09-09
1740,125.99,2.454,115,5.5,,2009-09-09
1741,126.319,0.74,15,4.5,,2009-09-15
1742,128.339,1.624,99,5.3,,2009-09-17
1743,120.477,12.703,21,5.8,5.9,2009-09-18
1744,124.776,6.6,15,5.2,5.3,2009-09-18
1745,127.225,1.827,104,5.7,,2009-09-18
1746,124.788,6.512,18,4.5,4.7,2009-09-19
1747,126.796,3.984,15,4.7,,2009-09-19
1748,120.476,12.593,13,4.5,5.1,2009-09-22
1749,124.58,6.401,15,4.8,,2009-09-23
1750,123.589,23.509,28,4.7,,2009-09-26
1751,125.81,2.761,87,5.2,,2009-09-27
1752,126.731,4.952,15,4.8,,2009-09-30
1753,121.575,23.72,34,5.9,5.9,2009-10-03
1754,123.485,6.742,631,6.4,,2009-10-04
1755,129.226,2.291,15,4.7,,2009-10-06
1756,122.484,4.068,585,6.4,,2009-10-07
1757,120.649,21.982,38,4.7,,2009-10-11
1758,119.399,18.486,15,4.6,,2009-10-12
1759,128.26,2.947,44,5.6,5.7,2009-10-13
1760,120.688,13.816,147,5.3,,2009-10-18
1761,125.742,12.323,15,4.9,,2009-10-20
1762,126.812,3.827,15,4.8,,2009-10-22
1763,124.765,6.451,15,4.7,,2009-10-27
1764,126.25,1.315,30,5.2,,2009-10-29
1765,120.854,1.164,38,4.4,4.9,2009-10-31
1766,126.519,7.116,112,5.3,,2009-11-04
1767,120.771,23.796,26,5.4,5.6,2009-11-05
1768,120.775,23.752,26,4.7,5.3,2009-11-05
1769,127.332,10.421,35,4.5,,2009-11-08
1770,125.645,9.385,19,4.6,4.8,2009-11-10
1771,125.652,9.438,26,5.4,5.5,2009-11-11
1772,126.42,6.69,52,5.2,,2009-11-16
1773,127,5.89,121,5.4,,2009-11-17
1774,128.283,3,26,4.5,5.4,2009-11-19
1775,126.796,4.243,15,4.5,,2009-11-25
1776,126.58,4.147,28,4,4.5,2009-11-26
1777,126.346,23.669,15,4.4,,2009-11-27
1778,126.424,5.409,24,5.6,,2009-11-28
1779,126.904,3.173,27,4.7,,2009-11-29
1780,126.483,5.464,77,5,,2009-11-29
1781,126.144,0.522,32,5.3,,2009-11-29
1782,126.474,5.434,35,5.2,,2009-11-29
1783,127.407,5.128,108,5.1,,2009-12-01
1784,126.722,2.87,15,5.1,,2009-12-01
1785,125.628,12.395,21,5,5.3,2009-12-02
1786,126.108,0.514,46,4.2,5,2009-12-05
1787,127.041,3.434,41,4.5,,2009-12-06
1788,123.914,6.709,56,4.7,,2009-12-07
1789,126.403,1.258,32,3.7,4.3,2009-12-08
1790,126.39,6.737,56,5.4,,2009-12-10
1791,128.108,4.123,45,5,,2009-12-16
1792,121.683,23.844,51,6.3,6.2,2009-12-19
1793,121.438,17.484,20,4.8,5.2,2009-12-21
1794,122.276,23.968,15,4.5,,2009-12-25
1795,126.471,6.55,32,4.9,5.2,2009-12-26
1796,126.374,6.476,48,4.5,,2009-12-26
1797,126.584,6.524,26,4.3,4.9,2009-12-26
1798,126.709,3.95,57,4.6,5.2,2009-12-28
1799,126.42,10.111,58,4.5,5,2009-12-29
1800,125.348,10.702,128,5.2,,2009-12-30
1801,126.403,6.528,33,4.7,5.5,2009-12-30
1802,126.473,6.515,47,4.9,,2009-12-30
1803,122.789,19.529,20,4.9,,2009-12-31
1804,121.735,23.744,15,4.5,,2010-01-01
1805,126.353,6.47,47,5,,2010-01-03
1806,126.694,6.088,121,5.3,,2010-01-08
1807,124.4,6.643,22,4.1,4.9,2010-01-13
1808,126.285,11.124,15,4.7,,2010-01-14
1809,126.071,7.254,33,4.8,5.2,2010-01-15
1810,120.857,13.632,97,4.7,,2010-01-16
1811,121.766,23.811,15,4.8,,2010-01-19
1812,125.475,13.672,15,4.8,5.2,2010-01-21
1813,125.463,13.728,15,4.3,,2010-01-21
1814,122.296,1.49,21,4.5,4.9,2010-01-21
1815,125.479,13.65,18,5.4,5.6,2010-01-27
1816,126.423,3.076,76,5.2,,2010-01-28
1817,121.251,19.096,40,4.4,4.6,2010-01-30
1818,126.829,2.433,32,4.3,5.3,2010-01-30
1819,120.743,13.803,139,4.8,,2010-02-01
1820,126.204,10.328,32,4.5,,2010-02-02
1821,123.711,23.487,41,6.3,6.1,2010-02-07
1822,121.188,21.055,28,4.3,4.9,2010-02-09
1823,126.232,1.038,39,4.5,5.5,2010-02-10
1824,119.851,13.764,15,4.5,,2010-02-11
1825,121.137,23.892,21,4.6,5,2010-02-12
1826,126.956,6.223,84,5.3,,2010-02-15
1827,121.11,19.174,22,4.2,5,2010-02-16
1828,121.23,20.992,15,4.8,4.8,2010-02-20
1829,121.35,20.751,15,4.6,,2010-02-25
1830,122.861,23.821,40,5,5.7,2010-02-26
1831,126.79,6.464,114,5.7,,2010-02-26
1832,125.775,5.901,31,4.3,5.1,2010-02-26
1833,121.311,19.164,39,4.5,4.7,2010-02-28
1834,126.493,7.079,15,4.9,,2010-03-01
1835,122.439,18.258,19,5.6,5.6,2010-03-02
1836,126.991,3.584,39,4.4,,2010-03-03
1837,120.793,22.94,26,6.3,6.1,2010-03-04
1838,122.115,20.226,15,4.4,,2010-03-04
1839,122.087,22.823,21,4.2,,2010-03-04
1840,120.69,22.919,24,4.7,5.3,2010-03-04
1841,122.039,20.242,15,4.6,,2010-03-05
1842,122.072,20.284,15,4.8,,2010-03-05
1843,126.384,1.396,49,5,,2010-03-05
1844,122.15,20.276,15,4.8,,2010-03-08
1845,125.532,11.327,47,5,,2010-03-09
1846,123.277,23.413,33,4.4,,2010-03-10
1847,120.646,0.852,27,4.9,,2010-03-18
1848,120.793,18.446,60,5.7,,2010-03-22
1849,120.067,13.84,55,5.7,5.8,2010-03-25
1850,125.224,13.477,15,4,4.8,2010-03-26
1851,127.104,4.39,15,4.4,,2010-04-04
1852,122.108,23.315,31,4.7,5.3,2010-04-11
1853,119.66,16.386,31,4.4,4.6,2010-04-12
1854,121.417,23.093,6,4.3,,2010-04-13
1855,121.381,23.147,18,4.3,4.7,2010-04-13
1856,126.629,3.741,60,5.3,,2010-04-17
1857,126.667,3.759,67,5.3,,2010-04-17
1858,121.564,22.002,15,4.8,,2010-04-25
1859,123.726,22.261,24,6.3,6,2010-04-26
1860,122.864,13.603,18,4.6,4.7,2010-04-29
1861,120.492,22.945,15,4.3,,2010-05-02
1862,123.683,23.386,34,4.3,,2010-05-03
1863,120.035,18.259,37,4.3,,2010-05-06
1864,128.021,3.591,124,5.7,,2010-05-07
1865,121.156,19.102,33,4.8,,2010-05-10
1866,125.617,9.261,19,4,4.6,2010-05-13
1867,124.56,0.488,141,5.6,,2010-05-16
1868,125.654,9.86,146,4.6,,2010-05-27
1869,124.01,6.965,35,5.5,5.7,2010-05-31
1870,126.692,4.245,31,4,4.8,2010-06-02
1871,127.401,1.588,149,5.1,,2010-06-05
1872,127.139,1.944,118,5.6,,2010-06-09
1873,126.999,7.474,20,5,5.1,2010-06-10
1874,119.401,17.775,15,4.5,5.2,2010-06-11
1875,120.056,1.073,20,4.3,4.8,2010-06-12
1876,120.101,1.061,20,4.8,,2010-06-12
1877,126.693,3.82,73,5,,2010-06-13
1878,128.566,2.668,45,5.1,,2010-06-16
1879,126.859,5.228,70,5.3,,2010-06-27
1880,125.093,23.008,15,4.8,5.1,2010-06-30
1881,120.711,22.807,15,4.9,,2010-07-02
1882,125.023,11.119,15,4.4,,2010-07-04
