lon,lat,depth,mw,date
126.538,5.628,88,5.3,19/5/1981
127.456,6.128,12,5.2,26/5/1981
121.166,19.224,43,5.1,4/6/1981
124.481,2.425,303,5.2,22/6/1981
121.849,21.301,110,5.3,28/6/1981
124.864,10.239,49,5.1,4/7/1981
120.157,14.71,73,5.4,22/7/1981
119.842,14.916,45,5.1,1/8/1981
127.017,2.412,54,5.2,14/8/1981
126.121,6.53,92,5.8,3/9/1981
123.972,9.943,649,5.9,4/9/1981
119.163,14.191,16,5.5,21/9/1981
120.783,0.415,79,5.7,11/10/1981
121.175,19.156,27,5.1,15/10/1981
128.199,4.216,29,5.5,16/10/1981
122.577,4.579,607,5.8,17/10/1981
126.495,7.568,157,5.2,23/10/1981
126.378,23.601,12,5.3,3/11/1981
121.505,15.472,33,5,17/11/1981
120.818,18.742,26,6.7,22/11/1981
127.314,6.477,21,4.8,26/11/1981
125.865,23.997,12,6.7,12/12/1981
118.382,4.746,15,5.3,25/12/1981
124.323,13.836,30,7.2,11/1/1982
124.242,10.018,595,5.6,14/1/1982
121.038,21.744,35,5,21/1/1982
126.948,6.761,33,5.4,22/1/1982
121.749,23.964,12,6.2,23/1/1982
124.28,14.072,28,6.5,24/1/1982
121.015,18.661,41,5.2,30/1/1982
124.754,23.495,30,4.9,15/2/1982
121.621,23.768,25,5,17/2/1982
123.411,13.942,15,5,11/3/1982
123.569,13.917,27,5.9,12/3/1982
121.132,19.164,47,4.8,15/3/1982
123.258,0.09,164,6.1,29/3/1982
126.558,4.755,108,5.1,15/4/1982
120.511,19.916,32,6.3,17/4/1982
120.423,19.927,30,4.9,17/4/1982
120.551,19.897,26,5,17/4/1982
120.506,19.94,34,6.2,19/4/1982
120.062,15.023,41,5,15/5/1982
120.145,17.268,42,5,26/5/1982
124.487,4.155,331,5.7,4/6/1982
121.511,22.988,21,5,19/6/1982
124.489,4.078,321,5.7,23/6/1982
125.916,5.022,125,5.3,2/7/1982
120.601,14.233,136,5.4,6/7/1982
126.661,2.099,64,5.3,9/7/1982
125.825,5.808,159,5.2,13/7/1982
128.505,3.623,25,5.6,27/7/1982
120.714,18.013,25,5.2,17/8/1982
120.672,0.233,86,5.6,24/9/1982
126.572,6.013,32,5.5,24/9/1982
126.756,6.645,189,5.4,26/9/1982
126.238,1.298,54,5.5,27/9/1982
121.861,23.893,29,6.2,20/10/1982
121.557,20.506,37,4.2,27/10/1982
127.824,4.821,166,5.4,8/11/1982
126.343,1.486,39,4.6,12/11/1982
126.618,1.754,49,5.3,18/12/1982
121.369,19.951,29,6,28/12/1982
120.314,14.854,117,5.3,29/12/1982
126.765,1.978,24,4.8,2/1/1983
122.175,9.681,27,5.8,5/1/1983
126.914,3.311,66,5.2,7/1/1983
124.552,7.433,16,5.2,15/1/1983
124.038,2.611,348,5.5,28/1/1983
127.283,1.495,148,5.5,4/2/1983
120.492,19.626,15,5.5,9/2/1983
120.508,19.651,11,5.4,9/2/1983
126.228,5.684,45,6.1,12/2/1983
126.171,11.474,16,5.3,13/2/1983
123.974,8.729,566,5.9,19/2/1983
126.199,5.612,47,6.2,20/2/1983
126.595,2.036,59,4.6,23/2/1983
121.125,22.452,29,5.1,26/2/1983
126.591,5.443,41,5.6,10/3/1983
126.512,5.417,39,5.1,11/3/1983
126.471,5.364,37,6.6,15/3/1983
122.864,12.908,26,5.7,17/3/1983
126.647,2.352,25,5.6,20/3/1983
122.466,1.622,33,5.1,30/3/1983
121.91,13.161,22,5.3,15/4/1983
125.943,0.848,53,4.6,21/4/1983
126.87,6.122,85,5.6,22/4/1983
122.979,12.79,19,5.2,25/4/1983
122.369,10.964,32,5,4/5/1983
121.695,15.412,40,5.7,6/5/1983
128.261,2.309,127,5.7,11/5/1983
128.051,3.003,126,5.6,13/5/1983
122.572,4.193,615,5.4,29/5/1983
125.403,1.145,59,5.4,30/5/1983
120.708,13.853,227,5.5,1/6/1983
127.319,1.525,113,5.8,12/6/1983
123.351,23.134,31,5.4,25/6/1983
128.273,2.601,27,5.3,30/6/1983
122.372,20.191,204,6.1,3/7/1983
126.373,5.519,40,5.9,14/7/1983
126.386,5.507,28,5.6,15/7/1983
126.475,5.583,26,5,16/7/1983
123.805,1.014,285,5.4,19/7/1983
127.369,5.962,17,5,20/7/1983
120.063,0.643,45,4.6,26/7/1983
126.428,5.392,28,5.4,29/7/1983
120.087,0.661,31,5.2,31/7/1983
122.078,20.439,155,6.2,2/8/1983
123.902,12.495,20,5.1,5/8/1983
120.974,18.855,25,5.6,11/8/1983
127.25,1.768,110,5.9,11/8/1983
119.894,15.004,36,5.3,12/8/1983
120.811,18.219,28,6.7,17/8/1983
126.536,3.751,32,5.6,21/8/1983
125.967,8.264,25,5.2,27/8/1983
125.894,8.142,13,6,27/8/1983
126.315,9.617,43,5.3,29/8/1983
126.904,8.614,19,5.2,9/9/1983
126.615,7.519,28,5.5,13/9/1983
120.736,17.969,31,5.4,16/9/1983
121.413,20.126,34,5.5,4/10/1983
120.958,1.096,34,5.9,16/10/1983
128.333,2.616,71,5.3,20/10/1983
126.652,4.207,45,5.2,22/10/1983
120.842,1.166,26,6,25/10/1983
122.108,1.618,491,5.6,26/10/1983
120.804,1.078,24,6.1,27/10/1983
128.136,1.421,38,6.1,7/11/1983
128.184,1.33,32,5.8,7/11/1983
128.208,1.435,22,6.4,7/11/1983
128.243,1.477,40,5.1,7/11/1983
128.274,1.427,29,4.6,8/11/1983
126.124,11.291,18,5.3,9/11/1983
122.98,4.253,575,5.7,10/11/1983
125.676,6.333,127,5.4,11/11/1983
126.528,1.991,37,5.2,19/11/1983
124.861,11.051,15,5.2,1/1/1984
128.199,1.486,32,5.5,4/1/1984
126.867,6.596,48,5.5,9/1/1984
120.974,20.495,28,5.2,11/1/1984
123.885,12.387,14,5.7,24/1/1984
121.886,2.918,616,5.2,26/1/1984
120.92,20.434,20,5.2,30/1/1984
126.351,9.274,56,5.3,24/2/1984
121.256,19.229,22,5.5,27/2/1984
123.772,8.151,664,6.7,5/3/1984
120.458,19.231,27,5.1,9/3/1984
125.973,3.725,129,5.4,12/3/1984
118.329,5.214,50,5.2,14/3/1984
125.258,23.847,26,5.5,17/3/1984
122.551,3.415,539,5.3,17/3/1984
121.156,19.297,40,5.2,18/3/1984
121.67,0.433,134,5.4,20/3/1984
120.839,18.762,45,5.1,25/3/1984
123.271,0.05,157,5.7,29/3/1984
125.464,5.174,30,5.2,10/4/1984
123.024,9.07,25,5,11/4/1984
126.603,2.469,58,4.9,14/4/1984
120.085,16.843,54,5,16/4/1984
125.921,5.531,99,5.6,20/4/1984
120.042,16.838,45,5,21/4/1984
126.365,9.027,53,4.6,22/4/1984
126.917,2.624,37,5.3,2/5/1984
126.87,2.605,40,5.4,3/5/1984
126.968,2.663,44,5.5,3/5/1984
119.834,14.945,33,5.2,11/5/1984
127.1,2.283,112,5.3,12/5/1984
128.789,7.171,24,5.3,13/5/1984
128.221,2.55,106,5.2,15/5/1984
119.84,0.765,26,5,15/5/1984
127.055,8.887,20,5.1,15/5/1984
123.982,0.043,119,5.4,18/5/1984
126.782,2.689,59,4.5,21/5/1984
126.928,2.71,15,5.3,21/5/1984
124.678,13.367,34,5.3,4/6/1984
127.357,1.497,157,5.2,6/6/1984
125.899,11.787,25,5.1,9/6/1984
125.642,11.844,45,5.2,19/6/1984
125.675,11.853,33,5.3,19/6/1984
127.573,2.786,58,5.9,22/6/1984
122.42,22.298,10,5,23/6/1984
126.44,2.96,58,5.5,28/6/1984
126.463,2.929,56,4.8,29/6/1984
126.403,5.568,26,5.4,11/7/1984
126.317,1.345,47,5.9,23/7/1984
126.36,1.272,50,4.9,25/7/1984
126.477,1.298,31,5.5,25/7/1984
123.709,6.792,599,5,2/8/1984
120.8,18.358,24,5.3,12/8/1984
122.27,0.45,154,5.5,15/8/1984
121.201,13.568,24,4.9,17/8/1984
126.324,6.616,83,5.2,18/8/1984
124.65,12.897,72,5.5,20/8/1984
120.614,22.851,22,5,20/8/1984
125.643,4.639,173,5.3,16/9/1984
120.866,18.455,38,5.6,22/9/1984
122.579,12.043,29,5.2,26/9/1984
119.147,18.618,15,5.1,5/10/1984
125.652,1.457,69,5.9,19/10/1984
122.12,0.912,59,5.2,26/10/1984
126.242,1.644,57,6,26/10/1984
125.521,5.725,143,6.2,29/10/1984
125.951,8.311,48,5.1,2/11/1984
126.102,8.283,10,5.4,2/11/1984
121.461,22.975,43,4.9,5/11/1984
125.328,10.368,17,4.8,6/11/1984
125.229,10.353,45,5.2,9/11/1984
125.169,10.342,18,5.5,9/11/1984
125.311,10.371,15,5.1,9/11/1984
125.179,10.35,28,5.3,11/11/1984
125.23,10.423,14,5.3,12/11/1984
125.354,10.456,28,5.1,12/11/1984
120.819,17.047,119,5.9,14/11/1984
125.125,5.147,208,6.6,20/11/1984
126.521,12.004,29,5,23/11/1984
124.304,7.617,15,5.8,27/11/1984
124.486,7.684,15,5.3,28/11/1984
122.192,20.201,132,5.2,30/11/1984
125.275,0.336,55,4.9,7/12/1984
125.422,5.373,195,5.4,8/12/1984
121.186,19.084,52,4.9,8/12/1984
122.281,20.068,140,5.4,16/12/1984
123.667,0.033,145,5.5,17/12/1984
121.214,19.182,26,4.8,22/12/1984
126.069,0.491,52,5.3,23/12/1984
121.222,19.169,31,4.9,3/1/1985
123.74,6.914,31,4.8,6/1/1985
121.061,19.115,39,4.7,10/1/1985
122.342,16.616,22,5.2,12/1/1985
122.109,23.933,15,4.8,20/1/1985
121.042,18.717,55,4.9,31/1/1985
123.271,23.507,31,5.6,18/2/1985
122.836,1.175,30,5.5,5/3/1985
127.376,2.938,44,5.4,9/3/1985
128.779,2.211,48,5,11/3/1985
128.957,2.105,41,5.3,11/3/1985
128.869,2.092,23,5.4,11/3/1985
128.778,2.139,49,5.4,13/3/1985
123.52,7.787,28,6,18/3/1985
123.624,7.705,35,5,22/3/1985
122.729,1.128,40,5.2,25/3/1985
124.684,13.378,44,5.1,2/4/1985
123.406,14.879,36,5.2,7/4/1985
126.445,1.626,48,6.4,13/4/1985
120.828,16.542,10,5.6,24/4/1985
126.131,12.513,12,5,28/4/1985
126.355,1.597,29,5.3,2/5/1985
126.686,2.352,54,5.4,9/5/1985
120.866,16.486,10,5.1,13/5/1985
120.917,16.586,15,5,24/5/1985
119.889,15.456,47,5.2,27/5/1985
126.372,1.336,15,4.9,10/6/1985
121.403,22.722,27,5,22/6/1985
122.046,20.675,25,5.1,29/6/1985
121.43,22.498,20,4.7,4/7/1985
123.833,14.625,47,5.1,24/7/1985
123.414,7.446,18,5.8,4/8/1985
120.15,16.928,27,5.8,9/8/1985
121.28,19.953,29,4.9,12/8/1985
119.941,17.017,28,5.4,30/8/1985
125.136,10.48,35,5.3,19/10/1985
125.301,10.352,15,4.8,23/10/1985
124.112,16.06,35,4.9,26/10/1985
121.359,20.109,28,5,2/11/1985
126.718,2.394,45,5.4,21/11/1985
121.95,22.659,25,4.7,22/11/1985
123.913,23.206,17,4.8,25/11/1985
126.569,3.704,21,5.8,14/12/1985
122.47,23.881,36,4.8,24/12/1985
126.555,3.656,54,5.2,24/12/1985
123.862,23.525,27,5.2,13/1/1986
129.736,0.009,35,4.9,3/2/1986
129.674,0.009,21,4.9,7/2/1986
125.646,12.184,25,5,8/2/1986
121.177,19.103,38,4.9,8/2/1986
121.349,19.004,33,5.7,19/2/1986
125.777,11.945,32,4.8,3/3/1986
128.607,3.887,19,5.2,8/3/1986
125.299,12.504,45,5,12/3/1986
119.918,18.235,39,5.3,13/3/1986
121.599,23.488,44,5.6,22/3/1986
126.151,10.033,53,5,11/4/1986
126.21,9.967,51,5,12/4/1986
126.484,1.985,31,5.6,21/4/1986
126.514,1.971,15,5,22/4/1986
120.773,16.498,18,5,28/4/1986
126.64,2.286,59,5.1,15/5/1986
126.133,7.109,29,5.1,26/5/1986
123.305,23.977,37,5.2,2/6/1986
121.693,23.993,10,5.1,4/6/1986
121.071,21.671,15,4.9,6/6/1986
121.845,14.473,19,4.8,12/6/1986
125.238,5.66,25,6.2,17/6/1986
126.501,1.939,52,6.1,9/7/1986
126.362,1.878,44,5.6,10/7/1986
126.383,1.902,37,5.3,12/7/1986
121.382,20.096,31,5,11/8/1986
121.414,20.111,29,5.5,11/8/1986
126.475,1.799,32,6.5,14/8/1986
127.016,2.155,39,5.6,14/8/1986
126.934,2.191,48,5,15/8/1986
126.475,1.928,27,5.6,15/8/1986
126.469,1.902,21,5.7,16/8/1986
126.464,1.817,31,5.7,16/8/1986
126.538,1.876,15,5.3,17/8/1986
127.003,2.294,37,5.9,17/8/1986
127.132,2.145,44,6.1,17/8/1986
126.925,2.378,15,5.1,17/8/1986
126.5,2.1,40,5.3,20/8/1986
121.135,19.166,37,4.8,31/8/1986
127.708,0.911,23,5.4,9/9/1986
125.784,0.498,19,5.3,11/9/1986
126.694,3.723,29,5.6,25/9/1986
121.077,22.473,15,4.4,27/9/1986
122.147,20.674,15,4.8,28/9/1986
124.558,14.379,10,5.3,1/10/1986
127.252,2.886,33,5.5,2/10/1986
126.733,9.296,20,5,9/10/1986
121.261,19.81,30,4.7,15/10/1986
126.985,2.83,44,5.5,20/10/1986
118.767,22.448,15,5.2,22/10/1986
126.685,9.242,16,5.1,29/10/1986
127.28,2.646,34,5.2,4/11/1986
126.908,8.561,47,5.1,7/11/1986
126.347,9.778,45,4.9,14/11/1986
121.717,23.98,30,6.1,14/11/1986
121.79,23.942,34,6,14/11/1986
121.85,23.955,25,5.3,15/11/1986
121.879,23.982,29,5.1,15/11/1986
121.83,23.974,33,5.1,15/11/1986
121.716,23.929,35,5.6,15/11/1986
122.082,23.947,15,4.9,15/11/1986
126.658,9.314,52,4.7,17/11/1986
126.576,1.82,10,5.2,24/11/1986
127.672,2.618,15,4.7,27/11/1986
121.151,22.525,23,4.7,29/11/1986
121.958,23.998,33,5.1,30/11/1986
125.291,9.923,15,4.3,18/12/1986
119.86,15.296,55,5.8,29/12/1986
126.214,0.192,15,5.2,5/1/1987
126.493,9.194,40,5.3,10/1/1987
126.586,9.127,48,4.8,11/1/1987
120.228,22.911,12,4.8,15/1/1987
126.49,1.659,58,5.6,23/1/1987
126.341,8.959,52,5.2,28/1/1987
126.224,1.318,46,5.8,29/1/1987
121.268,19.141,36,4.9,1/2/1987
126.546,1.623,33,5.7,8/2/1987
120.991,18.819,39,5.7,11/2/1987
126.137,0.677,59,6.1,13/2/1987
126.201,0.871,37,5.7,16/2/1987
121.065,18.779,22,5.4,25/2/1987
120.26,22.29,15,4.6,9/3/1987
126.511,2.104,49,5.8,18/3/1987
128.387,1.247,27,5.6,9/4/1987
128.451,1.056,25,5.3,11/4/1987
128.54,1.105,25,5,14/4/1987
126.729,7.087,27,6.2,12/5/1987
121.449,22.533,36,5,14/5/1987
125.311,8.269,21,5.4,18/5/1987
125.483,8.032,21,5.1,23/5/1987
119.482,15.61,44,5,1/6/1987
127.481,5.37,27,5.4,5/6/1987
127.472,5.24,28,5.4,5/6/1987
127.386,5.362,57,5,5/6/1987
126.023,10.712,13,5.7,6/6/1987
126.242,10.817,15,4.8,7/6/1987
121.329,20.443,32,5.8,7/6/1987
126.265,10.599,27,4.9,7/6/1987
126.11,10.657,30,4.9,7/6/1987
126.769,3.618,25,5,9/6/1987
126.296,10.52,30,4.9,13/6/1987
126.084,10.445,25,5.6,14/6/1987
126.142,10.37,25,5.4,14/6/1987
126.317,10.454,25,4.8,14/6/1987
126.229,10.362,25,5.2,14/6/1987
121.401,17.345,37,5.6,18/6/1987
123.825,22.201,22,5,21/6/1987
125.037,4.425,27,5.6,7/7/1987
121.261,16.977,15,4.7,8/7/1987
126.486,3.878,28,5.5,9/7/1987
126.451,2.086,15,5.1,12/7/1987
126.651,10.737,15,5,17/7/1987
120.411,22.423,37,5,19/7/1987
126.503,10.258,15,4.9,21/7/1987
125.106,8.286,15,4.7,30/7/1987
126.054,0.537,41,5.3,9/8/1987
126.788,8.687,58,5.1,18/8/1987
122.328,9.292,27,5.1,26/8/1987
122.296,9.355,25,5.1,26/8/1987
126.556,2.153,34,5.2,26/8/1987
122.241,9.371,20,5.3,3/9/1987
122.413,9.405,22,4.9,3/9/1987
121.412,22.843,21,4.4,4/9/1987
118.74,22.519,15,5.1,5/9/1987
122.344,9.365,32,4.9,7/9/1987
120.446,17.407,36,5.1,8/9/1987
126.703,3.116,44,5.1,10/9/1987
126.816,3.071,15,5.2,12/9/1987
126.578,9.14,42,5.1,17/9/1987
126.127,0.447,46,5.1,24/9/1987
126.954,2.307,15,5.4,29/9/1987
122.795,1.172,28,5,15/10/1987
122.696,9.63,35,4.8,17/10/1987
126.202,9.79,35,4.5,11/11/1987
124.765,12.901,31,5.9,18/11/1987
125.473,3.738,19,5.2,6/12/1987
121.701,23.489,45,4.7,16/12/1987
120.868,23.384,10,4.9,18/12/1987
121.187,19.311,29,5.3,28/12/1987
126.325,5.345,39,5.6,28/1/1988
122.502,23.917,36,5.6,12/2/1988
124.674,7.881,25,5,14/2/1988
126.608,4.854,34,5,16/2/1988
126.589,3.848,27,5.5,17/2/1988
125.497,10.374,15,5,21/2/1988
124.565,13.469,27,6,24/2/1988
124.622,13.444,34,5.4,24/2/1988
124.662,13.511,25,5.1,24/2/1988
125.053,5.578,32,5.2,1/3/1988
121.86,23.878,21,4.9,3/3/1988
119.317,13.969,22,5.1,13/3/1988
124.727,13.344,48,4.8,15/3/1988
121.421,17.928,20,5.1,23/3/1988
124.559,14.002,27,4.8,25/3/1988
120.402,13.361,28,5.5,5/4/1988
120.389,13.424,30,5.5,8/4/1988
121.466,23.286,22,5,11/4/1988
126.596,3.838,30,5.5,19/4/1988
124.82,13.69,31,5.1,24/4/1988
121.947,23.557,31,5.5,24/4/1988
124.734,13.501,31,4.7,2/5/1988
121.185,19.123,32,5.2,8/5/1988
120.096,14.966,48,5.7,8/5/1988
125.121,13.608,15,4.9,10/5/1988
120.125,19.473,15,4.3,13/5/1988
121.833,22.353,15,4.7,16/5/1988
125.823,11.58,19,4.8,16/5/1988
126.809,3.452,24,5.3,19/5/1988
125.822,11.676,15,4.8,30/5/1988
121.088,12.34,15,5.6,19/6/1988
121.103,12.273,31,5.1,20/6/1988
121.008,18.618,40,5.4,24/6/1988
128.198,2.836,40,5.5,4/7/1988
123.98,6.825,53,5,12/7/1988
126.822,3.214,27,5.2,16/7/1988
121.931,19.796,22,5.3,16/7/1988
122.068,20.043,27,5.4,17/7/1988
122.175,20.005,25,4.4,18/7/1988
121.693,23.997,40,5.8,20/7/1988
121.681,22.504,37,4.8,21/7/1988
123.442,8.24,25,4.9,26/7/1988
120.025,15.147,52,4.7,26/7/1988
124.457,13.796,35,4.6,30/7/1988
119.96,14.986,43,4.8,7/8/1988
121.304,21.91,50,5.3,11/8/1988
121.23,19.087,19,5,17/8/1988
124.762,1.559,29,5.4,17/8/1988
126.935,8.527,15,5,21/8/1988
122.268,11.367,25,5.1,26/8/1988
122.361,9.076,28,4.5,5/9/1988
121.269,19.186,29,4.7,9/9/1988
119.873,14.93,30,5,19/9/1988
120.219,16.042,16,5,20/9/1988
123.095,14.997,39,4.7,21/9/1988
124.296,11.468,15,5.1,23/9/1988
125.31,12.146,44,4.7,5/10/1988
126.462,4.194,33,5.5,8/10/1988
126.566,4.207,36,5.2,9/10/1988
121.73,21.821,12,5.4,16/10/1988
122.196,19.942,16,4.8,26/10/1988
122.098,11.441,35,5.1,7/11/1988
125.734,2.15,14,5.4,16/11/1988
124.534,12.304,20,6,17/11/1988
126.829,1.991,43,5.4,21/11/1988
125.242,12.672,29,5.3,24/11/1988
126.497,1.586,15,5.2,26/11/1988
120.112,19.389,13,4.8,30/11/1988
120.922,18.703,38,5.1,3/12/1988
121.975,19.977,17,5.5,4/12/1988
122.034,19.88,21,5.1,4/12/1988
119.997,13.235,31,4.6,5/12/1988
122.042,19.979,31,4.3,24/12/1988
124.651,12.395,15,4.9,28/12/1988
121.724,21.779,15,4.7,28/12/1988
121.401,20.114,35,5,6/1/1989
120.688,20.264,15,4.6,7/1/1989
121.745,22.378,15,4.9,19/1/1989
125.938,5.206,15,4.9,6/2/1989
123.325,23.225,15,4.4,9/2/1989
126.675,2.27,35,6.1,10/2/1989
126.598,2.41,43,5.3,10/2/1989
126.735,2.44,15,5.2,10/2/1989
126.65,2.447,28,5.4,10/2/1989
126.625,2.219,51,5.1,10/2/1989
126.654,2.234,15,4.9,10/2/1989
126.564,2.409,41,5.4,10/2/1989
126.628,2.485,21,5.3,10/2/1989
126.65,2.469,24,5.3,10/2/1989
126.629,2.424,42,5.1,10/2/1989
126.596,2.343,15,5,10/2/1989
126.678,2.414,15,4.9,10/2/1989
126.591,2.403,54,5.2,11/2/1989
126.576,2.423,48,5.3,11/2/1989
126.697,2.468,15,5.1,11/2/1989
124.257,14.133,33,4.7,13/2/1989
126.314,0.471,15,5.4,17/2/1989
126.831,2.445,42,5.2,18/2/1989
124.381,14.198,30,5.2,24/2/1989
127.979,1.963,15,5.1,25/2/1989
124.348,14.303,10,4.9,25/2/1989
128.113,2.296,25,5.2,26/2/1989
127.974,2.324,31,5.7,27/2/1989
127.995,2.295,30,5.6,28/2/1989
128.082,2.321,46,5.4,28/2/1989
128.05,2.321,54,5.1,28/2/1989
126.192,0.994,35,5.8,8/3/1989
122.472,9.681,35,4.7,15/3/1989
122.519,23.851,26,4.8,23/3/1989
121.22,19.234,27,5.1,26/3/1989
119.881,16.474,39,4.9,13/4/1989
120.093,1.03,29,5.1,16/4/1989
123.394,23.386,29,4.5,17/4/1989
121.002,12.53,38,4.3,6/5/1989
125.897,23.379,15,5,20/5/1989
126.622,2.606,15,5.4,21/5/1989
126.534,2.625,58,5,21/5/1989
123.078,13.452,35,4.4,2/6/1989
121.535,23.22,38,4.6,4/6/1989
121.467,23.486,15,5.1,8/6/1989
126.593,2.502,15,5,18/6/1989
126.377,1.457,49,5,21/6/1989
122.534,23.996,38,4.9,4/7/1989
126.789,8.028,45,5.2,6/7/1989
121.448,1.13,26,5.4,8/7/1989
121.552,1.109,35,4.9,29/7/1989
121.896,23.084,17,5.9,3/8/1989
120.882,12.136,26,5,4/8/1989
124.347,5.853,20,4.8,10/8/1989
124.456,5.904,20,4.9,10/8/1989
124.356,5.972,20,5.4,10/8/1989
121.574,13.106,15,5,11/8/1989
126.759,0.774,49,5.8,12/8/1989
123.723,9.273,28,5.2,20/8/1989
124.469,5.71,30,5,21/8/1989
122.073,10.936,36,4.8,1/9/1989
126.647,5.602,56,4.7,4/9/1989
127.361,4.27,50,5.6,5/9/1989
121.688,7.173,39,4.8,5/9/1989
126.042,0.969,36,5.7,6/9/1989
121.679,23.934,15,4.9,7/9/1989
121.711,23.962,15,4.8,7/9/1989
120.068,15.441,57,4.8,12/9/1989
126.447,10.036,25,5.1,15/9/1989
126.302,9.864,46,5.1,15/9/1989
125.374,2.152,15,5.1,16/9/1989
126.063,1.003,15,5,18/9/1989
121.988,22.614,34,5.5,23/9/1989
128.293,2.828,45,4.9,24/9/1989
125.492,13.786,15,4.9,30/9/1989
126.879,10.555,15,5.3,2/10/1989
125.53,12.141,25,5,7/10/1989
125.888,9.307,53,5,11/10/1989
121.221,19.182,24,5.1,15/10/1989
128.137,2.535,15,5.6,1/11/1989
126.492,5.693,36,5.3,3/11/1989
126.494,9.501,58,4.8,4/11/1989
126.425,10.1,28,5.2,14/11/1989
124.965,6.123,26,5.4,25/11/1989
122.986,1.303,35,4.7,1/12/1989
126.455,10.104,22,5.6,8/12/1989
126.393,10.231,32,5,9/12/1989
124.955,12.66,32,5.2,10/12/1989
126.659,8.346,18,6.3,15/12/1989
126.752,8.167,31,5.3,15/12/1989
126.869,8.395,42,5.4,16/12/1989
126.833,8.394,38,5.5,16/12/1989
126.785,7.79,38,5.4,16/12/1989
126.628,8.521,35,5.1,16/12/1989
127.057,7.714,15,5,16/12/1989
126.798,8.138,30,5.3,16/12/1989
126.904,8.922,17,5.1,17/12/1989
126.722,8.565,17,5.6,17/12/1989
126.961,7.784,29,4.9,17/12/1989
126.742,8.387,31,5.2,17/12/1989
126.248,10.085,20,5.1,18/12/1989
126.323,10.098,15,5.3,18/12/1989
126.987,8.331,15,5,18/12/1989
127.049,10.248,15,5.2,18/12/1989
127.16,7.88,20,4.8,18/12/1989
126.858,7.996,20,5.5,19/12/1989
126.902,8.034,20,5.2,19/12/1989
126.992,8.456,20,4.9,19/12/1989
126.983,7.783,20,5.3,19/12/1989
126.784,8.136,25,6,20/12/1989
126.795,8.213,20,5.8,20/12/1989
126.708,8.25,23,5,20/12/1989
126.874,8.266,23,4.9,20/12/1989
126.762,8.505,30,5.1,22/12/1989
126.701,2.255,38,5.3,26/12/1989
127.001,7.974,17,5.2,30/12/1989
126.908,7.575,40,5.2,31/12/1989
127.402,8.379,16,5.4,2/1/1990
127.158,7.875,15,4.6,5/1/1990
126.767,8.221,32,5,7/1/1990
126.699,8.985,40,5.1,8/1/1990
125.009,12.729,29,5.4,13/1/1990
121.141,19.152,28,4.9,23/1/1990
119.439,14.617,22,5.5,24/1/1990
121.357,20.152,34,4.9,25/1/1990
120.501,18.962,21,4.7,7/2/1990
124.628,9.763,26,6.3,8/2/1990
124.556,9.736,33,5.9,8/2/1990
124.482,9.709,49,5.2,8/2/1990
124.766,9.792,30,4.4,8/2/1990
124.837,9.784,18,5,9/2/1990
124.716,9.719,35,4.8,9/2/1990
124.956,10.004,15,4.3,10/2/1990
124.908,9.819,28,4.8,11/2/1990
119.284,14.375,22,5,16/2/1990
119.382,14.386,15,4.7,16/2/1990
124.934,9.887,22,4.7,16/2/1990
126.694,8.376,39,4.5,17/2/1990
119.331,14.457,15,4.7,20/2/1990
119.205,15.214,15,4.7,21/2/1990
122.464,16.113,35,4.6,22/2/1990
122.449,16.174,20,4.9,22/2/1990
124.749,9.832,31,4.8,27/2/1990
124.813,9.691,15,4.8,3/3/1990
126.611,3.85,15,4.9,6/3/1990
124.981,9.887,28,4.8,13/3/1990
123.334,23.799,41,5.1,16/3/1990
127.28,7.935,20,5,25/3/1990
125.587,9.277,45,5.7,26/3/1990
126.875,7.847,50,4.6,27/3/1990
126.966,8.215,48,4.8,2/4/1990
121.752,23.605,27,5.1,5/4/1990
121.462,22.924,25,4.7,9/4/1990
121.17,19.098,39,4.6,13/4/1990
121.229,15.936,15,4.7,13/4/1990
124.62,23.02,14,4.8,15/4/1990
122.811,1.196,39,6.3,18/4/1990
122.972,1.28,30,5.7,18/4/1990
122.988,1.297,35,5.9,18/4/1990
123.473,1.269,29,5.4,18/4/1990
123.029,1.316,30,5.7,19/4/1990
123.458,1.137,25,5.1,19/4/1990
123.49,1.318,31,5,19/4/1990
123.433,1.09,32,5.8,19/4/1990
123.054,1.239,30,4.9,19/4/1990
124.006,1.121,15,5.1,19/4/1990
123.431,1.349,30,4.9,20/4/1990
123.236,1.207,35,5.2,21/4/1990
120.162,1.029,29,5.1,22/4/1990
123.504,1.387,30,5.1,24/4/1990
123.581,1.366,30,4.7,24/4/1990
122.869,1.105,28,5.7,26/4/1990
122.995,1.278,30,4.8,26/4/1990
122.837,1.175,30,4.9,27/4/1990
123.6,1.434,30,5.1,27/4/1990
123.183,1.376,30,4.8,3/5/1990
123.597,1.459,30,4.9,4/5/1990
123.558,1.14,30,4.7,5/5/1990
123.82,1.183,30,5,8/5/1990
123.618,1.342,25,5.1,11/5/1990
123.871,1.169,35,5.6,15/5/1990
124.021,1.296,15,5.1,19/5/1990
120.861,20.645,31,5.6,23/5/1990
123.141,1.313,30,4.6,24/5/1990
123.07,1.335,30,4.6,24/5/1990
123.33,1.309,31,5.2,26/5/1990
121.887,12.474,29,5,26/5/1990
120.915,12.738,34,4.9,27/5/1990
120.188,16.014,26,5.4,29/5/1990
122.783,1.091,30,5.1,2/6/1990
